,fen,label,stock_fish_label
20887,6k1/2N2b2/1K4p1/8/1PPrB3/5P1p/7r/6R1 w - - 2 60,False,0
20888,1r6/4k2p/3bn1r1/1p1B1Qp1/1P3pP1/2B5/5P2/5K2 b - - 12 56,True,1
20889,rnb1k2r/1p3pbp/p4np1/2Pp4/2P1p3/1PN1P2P/PBB1NP1q/R2QK1R1 b Qkq - 3 13,True,1
20890,r2qkb1r/1p1npppp/p1p2n2/3p1b2/3P4/BP2PN2/P1P1BPPP/RN1Q1RK1 b kq - 5 7,False,1
20891,8/3r1p1k/6pp/1p6/p4RP1/P3rNP1/1KR5/8 w - - 13 57,True,1
20892,r1b1k2r/1pqnbpp1/p1pp1n1p/4p3/2PP3N/2N3P1/PPQ1PPBP/R1BR2K1 b kq - 5 10,True,1
20893,r1bq1rk1/p3ppbp/2np1np1/1p6/4P3/1PN1QP2/PBP1N1PP/2KR1B1R b - - 1 10,False,-1
20894,2k5/2n5/4p3/4P3/PQP5/3PK3/4N3/q7 w - - 1 68,True,1
20895,1R4k1/5pp1/7p/5r2/8/3N3P/1p4PK/8 b - - 3 42,True,1
20896,r2q1rk1/pp2bp2/6n1/3pPN1Q/1n6/2p5/PPP3PP/R4RK1 w - - 2 20,True,1
20897,4b3/2b4k/K5p1/2NpNpPp/3P1P1P/8/8/8 b - - 4 93,True,1
20898,8/6k1/R4N2/1p6/pr2P3/8/6PK/3r4 w - - 2 50,False,0
20899,8/p2r3k/1p1p4/3Pp2p/2P2n1P/BP4R1/P4P1K/8 w - - 4 37,True,1
20900,1r6/p7/4P1pk/n1R2p1p/P3nP2/1p4PK/8/3R4 w - - 1 38,False,0
20901,5n2/6p1/3P4/8/pk1NP2p/4P2P/3K2P1/8 w - - 1 39,True,1
20902,2r5/1p2k1p1/4qp1p/pP6/P1nBp1P1/4P2P/2R3P1/4Q1K1 b - - 9 36,True,1
20903,6r1/1pk1b3/p3b2r/2p1p3/P2pP2p/1P1P3P/2PNN1P1/3R1R1K w - - 3 30,True,1
20904,4r3/1p1q2bk/p5pp/PPB5/2Pp1P2/3Q3P/6PK/4R3 w - - 1 35,True,1
20905,4r1k1/3R1bp1/p7/1p4p1/3Bpb2/7P/1P2RKP1/8 w - - 6 34,True,1
20906,q3kb1r/1bpp1ppp/2n1pn2/r7/1pP2P2/P3PN2/1B1PB1PP/RN1QK2R w KQk - 0 10,True,0
20907,rn1qk2r/ppp1ppbp/3p1np1/5b2/1PP5/4PN2/PB1P1PPP/RN1QKB1R w KQkq - 2 6,False,1
20908,2r1rb1k/2qn1pp1/2pp1n1p/pp3P2/4PP2/PP3BBP/2P2NQ1/R5RK w - - 0 26,True,1
20909,4b1k1/5p2/1p2p3/2p2p2/pP5Q/Pn5P/1KR3r1/8 b - - 1 51,True,1
20910,rnbqk2r/ppp1p1bp/3p1np1/5p2/2PP4/2N2N1P/PP2PPP1/R1BQKB1R w KQkq - 2 6,True,1
20911,1N3k2/2n2n1p/p7/2N1P3/1P2K3/8/5P2/8 b - - 10 47,True,1
20912,rnbqk2r/p1ppbppp/1p2pn2/8/2PP4/4PN2/PP2BPPP/RNBQK2R w KQkq - 0 6,True,1
20913,8/2P1n3/5k2/2K2pNp/5P2/8/8/8 b - - 0 96,True,1
20914,1nk4r/1ppr1qpp/p2pbb2/1P1N4/Q1P1PP1P/4B3/P2R2B1/1K5R b - - 8 22,True,1
20915,8/8/2p2k1p/p1p3pP/PnPp2P1/1P3PK1/3B4/1b1B4 w - - 6 48,True,1
20916,4rnk1/5p2/p4p2/1p1p3p/3N4/P4N1P/5PP1/2R3K1 b - - 1 47,True,1
20917,1r4rk/q5pb/p1p2p1p/P2p3P/1P1P1QP1/4RP2/1R3K2/5B2 b - - 8 67,True,1
20918,8/R5p1/5b2/1ppk4/7p/1r1P3P/3RK1P1/8 b - - 1 48,False,0
20919,1qr2rk1/pp1nbpp1/2p1p1pn/2Pp4/3P4/PP1BP1P1/1BQ1NP1P/2R2RK1 w - - 3 19,True,1
20920,4r1k1/2q3pp/2p1rb2/pp1bN3/5PQ1/P1B4P/1P2R1PK/4R3 w - - 0 31,True,1
20921,1b1r2k1/1p1r1qp1/p1ppbp2/P1P1p3/1P2P1p1/2B1P1P1/2QRBP1P/2R3K1 b - - 5 29,False,0
20922,r1br2k1/1ppnqpbp/6p1/p3p2n/1P2P3/P1P2NP1/1B1NBP1P/R2QR1K1 b - - 0 13,False,1
20923,r5k1/p5p1/2p2p1p/P2pn3/8/2PP2BP/5PP1/3R2K1 b - - 1 22,True,1
20924,1r4k1/p1pn1pp1/1pB5/2b2N1P/5P2/q1B1rQ1P/P1P4K/5R2 w - - 1 27,False,0
20925,r4rk1/p3p1bp/3qbnp1/P1p2pn1/2P5/3NPPP1/1BQN2BP/R4RK1 b - - 3 18,True,1
20926,r2n1rk1/1pp2pp1/1p1b1n1p/1P6/2N5/P5Pb/4BP1P/R2QK2R b KQ - 3 19,False,0
20927,r4rk1/pp1q1bp1/nb3n2/1N1p1p2/1P1Np3/P2PB1Pp/1Q2PP1P/2R2RKB w - - 1 22,False,0
20928,8/7p/8/4B3/8/p2K3k/5R1P/2r5 b - - 4 65,True,1
20929,1nbq1rk1/r3bppp/p1p1pn2/1p1p4/2PP4/1PN2NP1/PB2PPBP/R2Q1RK1 w - - 1 10,True,1
20930,8/kpp5/8/p3nQ1R/P2q3K/3n4/6P1/8 w - - 23 68,False,0
20931,2r1kbnr/pp1b1p2/1q2p1p1/3pP3/3p1P2/1P1B1N1P/P1P2QP1/RN3RK1 w k - 3 16,True,1
20932,5rr1/2p1n3/1p1kp2b/p2pN2p/P2P1P2/2P2RpP/1P4P1/2N1R2K b - - 1 29,False,0
20933,rn1qkb1r/1pp1pppp/3p1n2/p6b/1PP5/1Q2P2P/P2P1PP1/RNB1KBNR w KQkq - 0 6,True,1
20934,rnbqk2r/2p1ppbp/pp1p1np1/8/2PPP3/P4N2/1P2BPPP/RNBQK2R w KQkq - 3 7,True,1
20935,8/5k2/p4p2/3p4/1P1B4/PN1b1p2/3K1P1r/8 b - - 2 43,False,0
20936,2r2nk1/2P2p2/3Bp1p1/3pP1PP/3P3n/1r2N1R1/2R1Q2K/1q6 b - - 0 56,True,1
20937,6r1/6nk/3p4/p6p/PN1Brn2/2P2R1P/2P5/6RK w - - 0 36,True,1
20938,4r3/2p2qbk/r4npp/pNpn1p2/P2P4/B4N1P/Q4PP1/1R3RK1 w - - 5 24,True,1
20939,r5rk/3n1pp1/2p2n1p/ppq1pP2/3pP2N/bP1P3B/PNPBQ3/1R4RK w - - 2 26,True,1
20940,8/8/p2bk2p/N1p3p1/n3P3/5P1P/3BK1P1/8 b - - 5 49,True,1
20941,8/1k4p1/1p6/2pN1p1p/3p3P/r4rP1/2RR4/4K3 b - - 1 54,False,0
20942,3R4/p1r4r/1p2Bp2/1P2pP2/P1P4k/5KP1/8/8 b - - 0 37,False,0
20943,2r5/P5rk/1B5b/4pp1p/4b3/4P2q/2PRQ1PP/1R2N1K1 b - - 4 36,True,1
20944,8/1p3krp/p7/2P5/PP6/8/3r2P1/5RBK b - - 2 37,False,0
20945,rnb2rk1/p1ppq1bp/1p2pnp1/5p2/1PPP4/P1N1PN2/4BPPP/R1BQK2R w KQ - 4 9,True,1
20946,r2q1rk1/2pn2pp/1p1bp3/pB1b1p2/3P4/PPR1PN2/1B3PPP/3Q1RK1 w - - 2 15,False,0
20947,2n2kn1/q3rp1r/2p2bp1/p1Pp1b2/N2PpB2/P3P3/1P2BNQR/K4R2 b - - 10 30,True,1
20948,q3k2r/r1p1pnbp/3p2p1/5p1P/p1BP4/B1P1PP2/5P2/1R1Q1RK1 b k - 0 23,False,0
20949,7k/3r2n1/4q2p/p3Pp1P/Pp2pPP1/1Pp1B3/5Q1K/2R5 w - - 1 58,False,0
20950,r1bqk2r/p2nbppp/2p1pn2/1p1p4/2P5/1P1P1NP1/PB2PPBP/RN1Q1RK1 b kq - 0 8,True,1
20951,rn1q1rk1/pb2bppp/1p1ppn2/2p5/2P1P3/2NP1N1P/PP3PP1/R1BQRBK1 b - - 7 10,True,1
20952,4r3/pr4k1/1p2Bppn/P1pPp2p/2P1P2P/2P5/R5P1/5RK1 b - - 2 25,True,1
20953,r1b1nnk1/r2q1pb1/1p1p2p1/1PpPp1Pp/P3P3/2N1NQ1P/2BB1PRK/6R1 w - - 7 38,True,1
20954,2b5/1k6/3p1b1p/2pPp1pP/RpP1P1P1/4BK2/8/8 b - - 31 118,True,1
20955,8/8/1p2k2q/pB6/P2P1R2/4K1B1/8/8 w - - 9 56,True,1
20956,8/5pkp/3p2pq/P2Pb2r/1P6/2r2P2/3R1QPP/1R4BK w - - 5 39,True,1
20957,3r3r/p4kp1/2p1pp2/3q1n1p/1P1PN3/3R3P/P3QPP1/3R2K1 w - - 3 25,True,1
20958,r2q1rk1/2pbbppn/1p1p3p/p1nPp3/P1P1P1P1/2N1BN1P/1PB1QP2/2KR3R w - - 1 16,True,1
20959,rnb1k2r/pp2ppbp/1qp2np1/3p4/3P4/1PNBPN2/P1PB1PPP/R2QK2R w KQkq - 1 8,True,1
20960,r2q1rk1/pbnpb1pp/4p3/4Pp1B/3R4/P1N3Q1/1P3PP1/R1B3K1 b - - 2 22,True,-1
20961,4r3/4rk2/7p/1p3p2/p1nRp3/P1P5/BP2R1PP/6K1 w - - 2 39,True,1
20962,rnbq1rk1/ppp2ppp/3bpn2/3p4/3P4/1PP1PN2/P4PPP/RNBQKB1R w KQ - 1 7,True,0
20963,2qrb1k1/pr2npp1/Np2p2p/3p4/PN1P4/1PP3P1/1Q2RP1P/4R1K1 b - - 12 33,False,0
20964,2r5/p1P1R3/p2p4/6p1/4kp2/6p1/1P2K1P1/8 b - - 6 45,False,0
20965,2q2rk1/8/p2p3p/3P4/p1PQPpb1/5N2/P5PK/5R2 b - - 1 28,True,1
20966,r2qk2r/1ppb1p1p/n2p1np1/p2Pp3/2P1P3/2N4P/PPBQ1PP1/2KR2NR b kq - 0 11,False,1
20967,8/8/3k2P1/1Kp2P1B/2P1P3/3P4/1b6/8 b - - 70 173,True,1
20968,4rrk1/p3b1pp/1q1p1p2/1p1Ppb2/2Pp1P2/1P1P2PP/PB3QBK/R4R2 w - - 2 19,True,1
20969,2kr4/1bqpbp1p/p1n1p3/2p4Q/Np3P2/1P4rN/PBPP1RB1/R5K1 w - - 4 16,True,1
20970,3r2k1/5pp1/pbn4p/1p6/1P2N1b1/P4N2/1BP2nPP/2K1RB2 b - - 10 28,False,0
20971,8/5p2/5rk1/q1P5/4Q2p/1P1P1p2/1K3R2/8 b - - 1 78,False,1
20972,r5kr/1p1b1pq1/2n1p2p/2npP3/P2N2p1/3B1NQ1/2P2PPP/RR4K1 w - - 0 22,True,1
20973,8/8/4p3/8/4k3/1R6/r7/3K1q2 w - - 0 62,False,0
20974,r4rk1/pb2bppp/1qn1p3/3p4/N2PnB2/P3PN1P/1P2BPP1/R2QK2R b KQ - 2 12,True,1
20975,r3r3/3p1k1p/1P1bp1pB/q1Rp4/P2P3P/5PP1/1RQ3K1/8 b - - 0 47,True,1
20976,R7/2r2pk1/2n1p1p1/1pNr3p/1P5P/1KP3P1/1P2RP2/8 b - - 40 54,True,1
20977,1rr3k1/p1qn1ppp/b1pbp3/P7/1p1P2R1/1P3NP1/2PB1PBP/R2Q2K1 b - - 2 16,False,0
20978,2kr1b1r/1p3pp1/p1b2n1p/2p1q3/8/2NBP2P/PP1BQPP1/R4RK1 w - - 2 16,False,-1
20979,4r1k1/pb3pb1/2q4p/1pp2PpR/4p1P1/3r4/PPR2PP1/3NQNK1 w - - 6 29,False,0
20980,2R1B3/5pp1/1p2n1kp/8/P7/4P2P/1r3PP1/6K1 b - - 0 43,True,1
20981,3r1rk1/p1p5/1pn1b1q1/2p1p1pp/2P1Pp2/P1PP1B1P/2Q2PPN/1RR3K1 w - - 0 24,False,0
20982,r2q1rk1/pp2ppb1/6pp/3n1b2/1n1P4/1PN2N2/PB1QBPPP/R3R1K1 w - - 2 14,False,1
20983,4r1k1/2p1rpp1/1p1pb2p/pB4nP/P3PBP1/1P3PK1/2P5/3RR3 b - - 56 60,True,1
20984,r1q1k1nr/1pp3b1/p1npp1pp/8/4P3/1Q2BN2/PP2NPPP/1K1R3R b kq - 3 13,True,1
20985,3b4/7r/8/p4p2/P1pBk1pP/1pPpP1P1/1P1R2K1/8 w - - 41 234,False,0
20986,r7/2k5/8/p7/6PP/7K/1b2RP2/8 b - - 6 63,False,0
20987,8/8/8/3p3R/1pbk1P1p/7P/6r1/3BK3 w - - 1 63,False,0
20988,8/5R2/p1k5/P2n3p/6p1/1P6/2r2BK1/8 w - - 2 61,False,0
20989,r4rk1/pb1p2bp/1p1Pn1p1/5pq1/2p5/2N1PP2/PPB3PP/1RBQ1RK1 b - - 0 19,False,0
20990,3q4/pk1r4/2pr4/3nR1PP/8/PP4Q1/2P5/1K2R3 w - - 3 39,True,1
20991,2b3k1/8/1p1p1nrp/pPqPp1p1/2P1Pr1n/4NPR1/K1BNQ3/7R w - - 5 41,False,0
20992,r2q1rk1/pp1bbppp/2np1n2/2p1p3/2P1P3/1PNB1N1P/PB1P1PP1/R2Q1RK1 b - - 2 9,True,0
20993,r2q1rk1/1b2bppp/2n1p3/1N1pN3/P2PnB2/8/4BPPP/1R1Q1RK1 w - - 7 18,True,1
20994,5rk1/3b2pp/5q2/p1p2P2/1nPp2R1/1PbPp1P1/4B1NP/3Q1RK1 b - - 4 35,True,0
20995,7r/5pk1/2n1p1p1/p1p2nRP/2P2P2/P2P4/2NK4/3B4 w - - 6 39,False,0
20996,r1bq1rk1/pp3ppp/2p2n2/b2p4/3B4/6P1/P1PPPPBP/RN1Q1RK1 w - - 4 10,True,0
20997,1k1r2nr/ppp2pp1/2nb1q1p/3p1b2/3P4/1PP2N2/P3BPPP/R1BQRNK1 b - - 6 11,True,0
20998,8/7p/bk3p1P/3p1N1r/6p1/1P2PP2/5KP1/2R5 w - - 0 63,True,1
20999,8/r4p1k/4p3/2n1Pp1B/1p6/8/P5RP/7K w - - 3 53,False,0
21000,2r5/1p1b1pk1/p4pnp/2pPr3/Pq2N3/6NP/1PB3PK/2QR4 w - - 2 39,True,1
21001,rnbqkb1r/3pppp1/pn5p/2p5/4P3/2N2N2/PPPB1PPP/R2QKB1R b KQkq - 1 8,True,1
21002,2r1r1k1/5p1p/1Qnq1ppb/3N4/1p2P1P1/pP1RRN1P/P1P2P2/1K6 w - - 1 30,True,1
21003,8/2R1bk2/3p1n2/1N1Pp3/4Pp1p/5P1P/3r4/5RK1 b - - 4 70,True,1
21004,1r2k3/R3p2p/1p2p1pb/p3P3/P3NP1P/3K2P1/1PP5/8 b - - 6 41,True,1
21005,2r3k1/4pp1p/1q1p2p1/pp1Pn2n/4P2Q/1Pr1N1PP/2P1RPBK/R7 b - - 8 25,False,0
21006,1nb2rk1/p1b5/2p4p/2Pp1q2/3Pp3/B3P1P1/P3BP2/1R3QK1 b - - 2 30,False,0
21007,3r2k1/3N1p1p/8/pB1b2P1/4p1P1/PP4qP/1B1K2P1/2R2Q1R w - - 1 33,True,1
21008,r1bqkb1r/p1pp1ppp/1pn3n1/4P1B1/2P5/2N2N2/PP2PPPP/R2QKB1R b KQkq - 6 6,True,1
21009,r2q2k1/pp1nb1p1/3p1r1p/2pPp3/2P1N3/4B2P/PP3PP1/R2Q1RK1 b - - 1 17,True,1
21010,8/2k5/1N2p2p/P1p1P1pP/1pBbKnP1/1P6/2P5/8 w - - 3 44,True,1
21011,8/7k/5K2/6pp/8/6r1/8/3R4 b - - 1 60,False,0
21012,5k2/3b1pp1/2pP3p/r1P1P3/3P4/5B2/p4KPP/R7 w - - 1 33,True,1
21013,2rq1k2/pQ1pb1p1/1p2p1Br/1Np2P2/4n3/PP5P/1BPP3P/R5K1 b - - 2 22,False,0
21014,bB2kbr1/p7/4pp2/Pp1p4/2pPn1q1/2P1P2R/1PQ3B1/R4K2 b - - 3 31,True,0
21015,r1bqkbnr/1pp1p2p/p1n2p2/3p2p1/3P4/2P2NB1/PP2PPPP/RN1QKB1R b KQkq - 1 6,False,0
21016,r2qk2r/2pn1ppp/pp2p1b1/6b1/3PP3/1QP2N2/PPBN2P1/2KR3R b kq - 6 15,False,1
21017,r4n2/pQ6/2p1k3/3p1b1q/3PnB1p/3PR1PB/PP3P1P/6K1 w - - 1 32,True,1
21018,4knr1/p1q5/2p1b2R/b1P1Np2/3PpPp1/4B1P1/1P1QN1K1/8 w - - 1 33,True,1
21019,3b4/1p3k2/3p3p/1p1Pp3/PP1pPpP1/3P1P2/R4BK1/3r4 b - - 0 35,False,0
21020,8/p1R4K/8/1p3k2/1P3P1P/P7/2p3r1/8 w - - 3 63,False,0
21021,4r1k1/1b1r1pp1/1p4n1/pP1pb1P1/P1pN2RP/q1B1P3/5Q2/1B3RK1 w - - 1 42,True,1
21022,2r2b2/2q2p1k/2rnp1p1/p2p3p/Pp1P1Q1P/1P3PPB/1BP1R1K1/2R5 w - - 4 40,False,0
21023,r2qr1k1/p1pn1pbp/5np1/1p1P2B1/6P1/2N5/PPP1Q1PP/2KR1BNR w - - 1 12,True,1
21024,r1bqk2r/p1p2pb1/1pn1p1pp/3pPn2/P2P3P/2N2N1R/1PP2PP1/R1BQKB2 b Qkq - 0 10,False,1
21025,8/8/2b1k3/1n1p1R2/p1p1p3/PpP5/1P1K4/1B6 w - - 10 68,False,0
21026,r4k2/Pp2np2/1P2q1nr/1BQN4/6p1/1N4Pp/5P1P/3R2K1 w - - 5 40,True,1
21027,8/p4p2/P3p1p1/1kpbPn2/3p1P2/1r1P3P/1P5K/1RBB4 b - - 3 44,False,0
21028,1r3r2/2Nqn2k/1P5p/3pbbp1/PB2pp2/4P2P/2Q1BPP1/2R2RK1 b - - 0 24,False,1
21029,5rk1/4r3/1p1p1q2/p1pP3b/P1P1Pp1p/1R4pP/1PBQ2P1/5RK1 b - - 8 46,False,0
21030,r1b1kb1r/pp3ppp/2n2n2/8/1P1p4/P1NB1N1P/1B3PqR/R2QK3 b Qkq - 1 13,True,1
21031,3r4/p5p1/2p2p2/4kP1p/2P1p1P1/1R2P2K/PR1r3P/4N1n1 w - - 1 33,False,0
21032,1r3q2/5pk1/nPr3p1/PRp1p2p/3pN3/1Q1P1P1P/6P1/2R3K1 b - - 14 53,True,1
21033,2kr1b1r/pp1b3p/3n2p1/q3np2/2pN4/2P1P2P/PP1NB1PQ/R1B2RK1 w - - 2 20,False,0
21034,1r3rk1/4p1b1/p1Ppqn1p/3N2p1/4P3/8/P3QBPP/4RRK1 w - - 1 28,True,1
21035,2b1r1k1/2n1b2p/p1pr2p1/R2p1p2/1P1NpN1P/1KP1P1P1/5P2/R4B2 w - - 6 32,True,0
21036,r4rk1/4p2p/p6Q/1p1pPbpR/1q6/3P1N2/PP3PP1/2R2K2 b - - 1 22,True,1
21037,1rq1r2k/1p3pb1/p1nppnp1/2p5/P1P1PP1P/1PNP1Q1R/3BN2K/1R6 b - - 1 23,True,1
21038,1kbr1b1r/n1p5/1p3N2/3P2B1/P1n3P1/2N4p/1R3P1P/2R3KB w - - 1 33,True,1
21039,r2qkbnr/1b2pp1p/p1n3p1/P1pp4/1pN5/3PPNP1/1PP2P1P/R1BQKB1R w KQkq - 0 9,True,1
21040,1r6/5pk1/2nq4/p1p1p1Pr/1nP1Qp2/R2P1N2/5PB1/3R1K2 w - - 12 53,False,0
21041,r2qr1k1/2p1npp1/3b1n1p/1p2p3/1P1pP3/PN1P1NPb/1BQ1BP1P/R1R3K1 b - - 2 17,True,0
21042,8/8/1pp5/p1k1n3/P1PpPr1p/3P2rR/6PK/1R3B2 b - - 16 116,False,0
21043,3r1rk1/1R6/2p1b1R1/p4p2/P6P/2P5/1PK2P2/8 b - - 1 39,True,1
21044,8/8/1Pk5/2B4p/p1bP1ppP/2p2r2/2P1KP2/4R3 w - - 4 65,False,0
21045,1r4k1/R3Rp1p/4q3/8/4Q3/2p1P1b1/6PP/2B1K3 w - - 16 47,True,1
21046,r4r2/2pb2k1/3b3p/p1p1p3/P5P1/1PP1B2p/1KPN1P2/R6R w - - 1 24,True,1
21047,r1bqr1k1/2p2pbp/p1p2np1/3pp1B1/N2P4/P2BP3/1PP2PPP/R2Q1RK1 w - - 0 13,True,1
21048,r1bqr1k1/1pp3bp/6p1/3pp2n/p3P3/2P2NPP/PP1NQPB1/R3R1K1 b - - 0 15,True,0
21049,r2qkb1r/3n1pp1/4p1pn/3pP3/p1pP1BP1/P1P4P/3N1PB1/R2QK2R b KQkq - 0 19,True,1
21050,2R2nk1/pp2bpp1/7p/8/P7/5N1P/1q1B1PP1/3R2K1 w - - 0 24,False,-1
21051,r2qk3/1p1bbpp1/p1n1p1p1/2PpP2r/3B4/2P2N2/PP3PPP/RN1Q1RK1 w q - 3 12,True,1
21052,8/5bk1/1nN2p1p/6p1/4P3/1p4BP/q4PP1/4Q1K1 w - - 2 56,False,0
21053,r7/8/8/6R1/2k2PK1/8/8/8 b - - 4 90,True,1
21054,1kr2r2/1p1q2p1/p1nb3p/2p1p3/4QpP1/1P1P3P/PB2PPB1/2R1R1K1 b - - 1 25,True,1
21055,bn6/p4kpp/P3p3/1P2bp2/1N1Np3/4P3/1B1PKPPP/8 b - - 2 30,True,1
21056,2r3k1/5pp1/8/2P4p/3Np3/4P2q/2R2P2/2K1R3 w - - 0 34,False,0
21057,8/4k3/2P1P2q/p7/P5PP/6p1/4Q3/7K b - - 0 63,True,1
21058,r5r1/pp1bk2n/2p3p1/P2p4/3PpN1p/RPN1P3/2P2PP1/1R4K1 w - - 4 20,False,0
21059,2kr4/1p6/2p2p2/p1N3p1/3Pp3/PP2Pb1q/1KP3n1/4BQR1 b - - 1 39,False,1
21060,2r3kr/4n3/bq2n1p1/1p1p1pP1/1P3P2/1QN1PN1p/2RK3P/3R1B2 w - - 4 32,True,1
21061,1r3rk1/p2q2pp/1pp1pn2/n1b2p2/2PN1P2/2BPPBP1/P3Q2P/1R3RK1 b - - 3 18,True,1
21062,2rr4/4b2k/p1q1p1p1/Ppp1Pp1p/1nP2P1P/1R1PB1P1/1Q3N1K/R7 w - - 16 43,False,0
21063,r2qkb1r/1b1n1ppp/2p2n2/3pp3/P7/1PN1PN2/2QPBPPP/R1B2RK1 b kq - 0 11,True,1
21064,2k5/2pq4/pp2n3/4p3/6R1/2PpBPp1/PP4Q1/6K1 w - - 6 47,True,1
21065,3q2k1/3n1p2/r1pr2pp/1pRp4/1P1Q3P/p2PP1PB/P4PK1/2R5 w - - 3 38,True,1
21066,rb5k/pb1nq1pP/1p2pn2/2pp2R1/5P2/PP1PP2B/1BPN1Q1P/R6K b - - 4 24,True,1
21067,2r1r1k1/5p2/6p1/b1q1P2p/p1PpPP2/1p1B2QP/n2NR1P1/R6K b - - 1 47,False,0
21068,1rb1q1r1/p3p1bk/3p3p/2pP1p1P/5B2/N3P1R1/3NB1P1/3Q2K1 w - - 5 23,True,1
21069,r2r3k/1bp1q1bp/pp3np1/4pp2/P1B3P1/2P1PP1P/1P1NQB2/3R1RK1 w - - 1 20,False,0
21070,rn3rk1/1p1qppbp/b1pp1np1/p5N1/3PP3/1PN3PP/P1P2PB1/R1BQR1K1 w - - 1 12,True,1
21071,4r1k1/5p1p/3R1B2/np3PP1/p1b1P2P/P4K2/1P6/1B6 w - - 1 46,True,1
21072,5rk1/6r1/1p1p1n2/1PpP4/N1Pb1qP1/R3pP1P/4R1K1/3Q4 w - - 3 51,False,0
21073,1kr5/pp3p2/2nq1p1Q/4p2p/6bN/6P1/PP1rPPBP/2R2RK1 w - - 10 21,False,-1
21074,r3kb1r/ppp1qp1p/2n2pp1/5b2/3P4/5N2/PPP1BPPP/R1BQK2R w KQkq - 6 9,True,1
21075,1n1r1rk1/2p1ppbp/1pq3p1/p1P2b2/3P4/2B1PN1P/PQ2BPP1/2RR2K1 b - - 2 21,True,1
21076,7R/5b2/1R1b1r2/1p1p1k2/1P1Pp1n1/2P1P3/5PKp/4B2N b - - 23 45,True,1
21077,k1qb4/1Rr3p1/P2p1n1p/1B2p3/4p3/7P/Q4PPK/8 b - - 7 43,False,0
21078,8/7k/4R1p1/4N2p/7P/6K1/8/4r3 w - - 8 65,True,1
21079,k5r1/1p6/p7/1P6/4P3/5K1q/P3QP2/3R4 w - - 3 39,False,0
21080,8/3p4/3kp3/2p1np2/2P2r2/3rN1R1/4R3/6K1 w - - 4 58,False,0
21081,4r1r1/2pb1qpk/1p4Rp/pP1pPp1P/3NnB2/2P1PQ2/P4P2/1K4R1 w - - 12 27,True,1
21082,rn1qkb1r/pbp1pp1p/1p3np1/3p4/2P5/P2P1NP1/1P2PPBP/RNBQK2R b KQkq - 0 6,False,0
21083,r1bqkb1r/4ppp1/3p1n1p/p2P4/1p2P3/P5P1/1P2QP1P/RNB1KB1R b KQkq - 0 11,True,0
21084,2r2rk1/1pq3pp/3p4/3Pb3/8/3P1p2/PPPB1Q1P/1KR2R2 b - - 3 22,False,0
21085,4r3/2q2k2/P3pp1p/2Bb2n1/3Q2pN/1P1P2P1/4KP1P/2R5 b - - 2 40,True,1
21086,4r3/1p3k1p/p1pRn3/5p2/PPP5/6PP/5PB1/6K1 w - - 1 37,True,1
21087,1r6/p4rpk/2p4p/1qPb1p2/R2PpQ2/7P/1P1R1PP1/3B2K1 w - - 4 29,False,0
21088,1n6/8/8/P5B1/4kP2/8/3K4/8 w - - 5 73,True,1
21089,rn1qkb1r/pb3ppp/1p2pn2/2pp4/2PP4/1P1BPN2/P4PPP/RNBQ1RK1 b kq - 0 7,False,-1
21090,8/4bk1p/p1q1npp1/1p6/1Pp2P1P/P1B3P1/3R2QK/8 b - - 5 49,True,1
21091,8/5pk1/2np1p2/p1p3pP/2P1P3/6P1/1r2B3/R3K3 b - - 17 50,False,0
21092,rnbqkb1r/pp4pp/2p1pn2/3p2Q1/8/4PN2/PPPP1PPP/RNB1KB1R b KQkq - 1 6,True,1
21093,r7/1p1k2b1/2p1pn1p/2Pp1br1/3P1N2/pP2P1P1/P2BBPK1/2R4R w - - 13 34,True,1
21094,8/1r4p1/1p1bp1Np/p2k1n1P/P5R1/2BK4/1P3P2/8 w - - 38 56,False,0
21095,1k1r1b1r/1b1n1pp1/p2p3p/1q1Pp3/RP4P1/4B1NP/5PB1/3Q1RK1 b - - 0 19,True,1
21096,1k5r/pb6/1p2p3/1P1p3r/P1nP1qp1/3BN3/1Q3PP1/1R1RK3 w - - 1 34,False,0
21097,8/1r6/1P2p3/P1R1P1kp/1pK5/3R3P/8/r7 b - - 6 56,True,1
21098,1r3rk1/p1qnbpp1/7p/1ppp4/3P4/2PQ1NP1/PP1N1PP1/2K1R2R b - - 1 18,False,0
21099,6r1/1r6/4q2k/3p2pp/3B3P/3BP1Q1/6PK/8 b - - 2 57,False,0
21100,6k1/p4p1p/P3p1p1/1Pqp4/8/1Q2P1P1/5P1P/6K1 b - - 2 37,True,1
21101,r5k1/5p1p/6p1/P2p4/2qNpP2/3nP2P/3Q2PK/R7 w - - 3 29,True,1
21102,8/p2p4/1pnP2kp/8/PP6/2P3B1/6KP/8 b - - 1 48,True,1
21103,rnbqkbnr/2p2pp1/1p2p2p/pP1p4/8/P1N2N2/1BPPPPPP/R2QKB1R b KQkq - 1 6,False,0
21104,1r1qk2r/p2pb1pp/4pn2/1N3p2/1n1NbP2/4P3/PPP1B1PP/R1BQ1RK1 b k - 2 13,True,1
21105,r2q2kr/pp1bpp1p/2np1bp1/1N6/4P3/2P1B3/PP2BPPP/R2Q1RK1 b - - 3 13,True,1
21106,3rr1k1/pb1n1ppp/2p5/8/2PP4/1P2PB2/PB1K1R2/5R2 b - - 10 25,True,1
